SalePrice,LotArea,BedroomAbvGr,FullBath,HalfBath,Neighborhood,HouseStyle,OverallQual,YearBuilt
155000,2308,3,2,1,NPkVill,2Story,6,1976
239000,11923,2,2,0,CollgCr,1Story,9,2007
214900,11316,4,2,1,Timber,2Story,7,2002
178900,10237,3,2,1,Gilbert,2Story,6,2005
160000,9600,2,1,1,Crawfor,1.5Fin,5,1940
140000,10382,2,1,0,NAmes,SLvl,6,1958
173000,2268,2,2,0,NridgHt,2Story,7,2003
99500,7892,2,2,0,SawyerW,1Story,6,1979
167500,11414,3,1,0,BrkSide,2Story,7,1910
110000,9450,3,1,0,Edwards,1Story,4,1954
139000,8816,3,1,0,Sawyer,1Story,5,1963
336000,12203,4,2,1,NoRidge,2Story,8,1998
159895,3182,2,2,0,Blmngtn,1Story,7,2007
125000,10880,3,1,0,Edwards,1Story,5,1950
117000,5310,2,1,0,OldTown,1.5Fin,6,1910
395192,10159,3,2,1,NridgHt,1Story,9,2009
197000,8125,3,2,1,Somerst,2Story,7,2006
348000,9452,3,2,1,NoRidge,2Story,8,1997
168000,17671,4,1,1,OldTown,2Story,8,1882
187000,9760,3,2,1,NAmes,2Story,6,1964
173900,8846,3,2,1,CollgCr,2Story,6,2005
337500,12456,3,2,0,NridgHt,1Story,10,2006
121600,4712,3,1,1,BrkSide,1.5Fin,4,1946
91000,9786,3,1,0,IDOTRR,1Story,3,1922
206000,6762,2,2,0,CollgCr,1Story,7,2006
86000,5400,2,1,0,OldTown,1Story,5,1920
232000,11957,3,2,0,Somerst,1Story,8,2006
181000,3182,1,2,0,Blmngtn,1Story,7,2005
149900,8385,3,2,0,CollgCr,SLvl,5,1977
88000,2217,3,1,1,MeadowV,2Story,4,1970
240000,12118,3,2,0,Mitchel,1Story,7,2004
135000,21286,4,2,0,Sawyer,1.5Fin,5,1948
165000,10592,3,1,1,Crawfor,2Story,6,1923
85000,7200,2,1,0,OldTown,1Story,5,1910
119200,11664,2,1,0,NAmes,1Story,6,1948
227000,8400,3,2,1,NWAmes,2Story,8,2001
203000,11883,3,2,0,CollgCr,1Story,7,1996
213490,3013,2,2,0,Blmngtn,1Story,7,2005
176000,7024,2,1,1,Edwards,1Story,4,2005
194000,7406,2,2,0,CollgCr,1Story,7,2006
87000,9439,2,1,0,OldTown,1.5Fin,5,1930
191000,3182,2,2,0,Blmngtn,1Story,7,2005
112500,7700,3,1,0,CollgCr,1Story,5,1972
167500,9300,3,1,0,NAmes,1Story,5,1960
293077,9520,3,2,0,Timber,1Story,8,2007
105000,9492,3,1,0,NAmes,1.5Fin,5,1941
118000,1680,3,1,1,BrDale,2Story,6,1972
197000,15863,5,2,1,SWISU,2.5Fin,7,1920
119750,6305,2,1,0,Crawfor,1Story,5,1938
315500,12898,2,2,0,Timber,1Story,9,2007
80000,1477,1,1,0,MeadowV,SFoyer,4,1970
155000,13125,3,2,0,Sawyer,1Story,5,1957
196000,5381,1,2,0,NridgHt,1Story,6,2005
262280,11839,4,2,1,SawyerW,2Story,7,1990
278000,9600,4,2,1,NWAmes,1Story,8,1981
556581,16056,4,3,1,StoneBr,2Story,9,2005
145000,9245,3,1,0,CollgCr,1Story,5,1994
176485,8993,3,2,0,Gilbert,1Story,7,2007
200141,11175,3,2,0,CollgCr,1Story,7,2007
165000,9500,4,1,1,NAmes,2Story,6,1964
144500,8562,4,1,0,Edwards,1Story,5,1957
255000,11367,3,2,1,CollgCr,2Story,8,2002
180000,11361,3,2,0,NWAmes,1Story,6,1976
185850,7052,2,2,0,NridgHt,1Story,7,2005
335000,11308,3,2,1,NridgHt,2Story,9,2008
213500,4920,2,2,0,StoneBr,1Story,8,2001
81000,18000,2,1,0,IDOTRR,1Story,3,1935
90000,13600,5,2,0,OldTown,2Story,5,1900
110500,6000,2,1,0,OldTown,1Story,6,1925
328000,14000,3,2,1,ClearCr,2Story,7,1996
178000,7837,3,2,1,Gilbert,2Story,6,1993
167900,9760,4,1,1,NAmes,2Story,6,1964
151400,3964,5,2,1,MeadowV,2Story,6,1973
135000,9600,2,1,0,NAmes,1.5Unf,5,1949
135000,10152,3,1,0,NAmes,1Story,5,1956
154000,11700,4,1,1,NWAmes,2Story,6,1968
91500,7585,4,1,0,Edwards,1.5Fin,5,1948
159500,7950,3,1,1,Edwards,2Story,6,1977
194000,8556,2,2,0,CollgCr,1Story,7,2006
219500,13125,3,1,1,Crawfor,2Story,7,1940
170000,10800,3,2,0,OldTown,1.5Fin,5,1936
155900,4435,1,1,0,CollgCr,1Story,6,2004
126000,8775,3,1,0,CollgCr,1Story,5,1994
145000,11040,3,2,0,NWAmes,1Story,6,1971
133000,7500,3,1,1,Sawyer,1Story,5,1963
192000,8749,3,2,0,CollgCr,1Story,7,2002
160000,8800,3,1,0,NAmes,1Story,6,1964
147000,9069,2,1,0,SawyerW,SFoyer,6,1992
252000,10574,3,2,1,Somerst,2Story,8,2005
137500,2522,3,2,0,Edwards,2Story,7,2004
197000,3316,1,1,1,Somerst,1Story,8,2005
160000,2160,2,2,1,Somerst,2Story,7,1999
136500,8400,4,2,0,SWISU,1.5Fin,6,1925
146000,9230,1,1,1,NAmes,1Story,5,1965
129000,5868,2,1,0,NAmes,1Story,5,1956
176432,9317,3,2,0,CollgCr,1Story,6,2006
128000,6000,3,1,0,BrkSide,1.5Fin,4,1936
157000,11880,3,2,0,NWAmes,1Story,7,1978
60000,8400,1,1,0,SWISU,1Story,2,1920
119500,9758,3,1,0,NAmes,1Story,5,1971
135000,7000,2,1,0,NAmes,1Story,5,1960
159500,8910,3,1,0,NAmes,1Story,6,1959
106000,2016,3,2,1,BrDale,2Story,5,1970
325000,12256,3,2,1,NoRidge,2Story,8,1994
179900,10357,3,2,0,SawyerW,1Story,7,1990
274725,23257,3,2,1,Gilbert,2Story,7,2006
280000,11362,3,2,0,NridgHt,1Story,8,2004
205000,10480,4,2,1,NWAmes,2Story,7,1976
129900,7100,2,1,0,NAmes,1Story,5,1957
134500,8923,2,1,0,NAmes,1Story,5,1953
117000,5400,2,1,0,OldTown,1Story,5,1954
318000,12085,3,2,0,NridgHt,1Story,8,2007
130000,9764,3,1,0,Sawyer,1Story,5,1967
140000,13825,3,1,0,Sawyer,SLvl,5,1958
133700,7560,3,1,0,NAmes,1Story,5,1959
118400,8263,2,1,0,IDOTRR,1Story,6,1920
212900,10084,3,2,0,CollgCr,1Story,7,2005
115000,10434,2,1,0,NAmes,1Story,4,1955
174000,3684,2,2,0,Blmngtn,1Story,7,2007
259000,14572,3,2,0,Gilbert,1Story,7,2004
215000,11796,4,2,1,Gilbert,2Story,7,2004
140000,7200,2,1,0,OldTown,SFoyer,5,1980
135000,7804,4,2,0,SWISU,1.5Fin,4,1928
117500,9900,5,2,0,OldTown,2Story,6,1880
239500,9828,3,2,1,SawyerW,2Story,8,1995
169000,8773,3,2,1,Gilbert,2Story,6,1997
102000,6180,2,1,0,BrkSide,1Story,6,1926
119000,9600,3,1,0,NAmes,1.5Fin,6,1950
144000,8731,3,1,0,BrkSide,1Story,5,1920
139000,7350,2,1,0,NAmes,1Story,5,1951
424870,9965,4,3,0,CollgCr,2Story,8,2006
80000,12180,2,1,0,Edwards,1.5Fin,4,1941
149000,6240,3,1,0,BrkSide,1.5Fin,5,1928
174500,12000,3,1,1,Crawfor,2Story,7,1941
143000,9000,3,1,0,OldTown,2Story,7,1920
124000,8280,2,1,0,NAmes,1Story,6,1950
149900,17755,3,1,1,Edwards,1Story,5,1959
230000,14115,2,1,0,Crawfor,1Story,6,1956
218000,10768,3,2,0,Veenker,1Story,5,1976
179900,9350,3,2,0,NAmes,SLvl,5,1965
230000,5001,2,2,0,NridgHt,1Story,7,2007
235128,11932,3,2,0,Somerst,1Story,8,2007
185000,9120,4,2,1,NWAmes,2Story,6,1974
146000,2280,3,2,1,NPkVill,2Story,6,1978
129000,8724,3,1,0,Sawyer,1Story,5,1968
108959,12900,0,0,2,Sawyer,SFoyer,4,1969
233170,9541,3,2,0,NridgHt,1Story,7,2009
245350,10475,3,2,0,CollgCr,1Story,8,2008
173000,10852,3,2,1,Gilbert,2Story,6,2000
235000,13728,4,2,0,Edwards,2Story,6,1935
625000,35760,4,3,1,NoRidge,2Story,10,1995
171000,9880,3,1,0,Mitchel,SLvl,6,1977
163000,9120,3,1,0,NAmes,1Story,6,1958
171900,4017,2,2,1,Somerst,2Story,7,2006
239000,16560,4,2,1,Crawfor,2Story,6,1932
285000,10678,4,2,1,NoRidge,1.5Fin,8,1992
119500,6951,3,1,0,Mitchel,1Story,5,1984
154900,7681,3,1,1,Crawfor,1.5Fin,5,1921
392500,5587,2,2,0,Crawfor,1Story,8,2008
745000,15623,4,3,1,NoRidge,2Story,10,1996
120000,10800,2,1,0,OldTown,1Story,5,1920
186700,35133,3,1,1,Timber,1Story,5,1963
104900,9738,4,1,0,Edwards,1.5Fin,5,1924
95000,10615,3,2,0,OldTown,2Story,3,1900
262000,12461,2,2,0,NoRidge,1Story,8,1994
195000,8935,3,2,1,CollgCr,2Story,7,2002
189000,7500,3,2,1,Gilbert,2Story,7,1999
174000,2645,2,2,1,Somerst,2Story,8,1999
125000,9600,3,1,0,OldTown,1.5Fin,5,1925
158000,9364,4,1,1,Sawyer,2Story,6,1969
176000,8029,3,2,1,Gilbert,2Story,6,2005
219210,14054,4,2,1,Gilbert,2Story,7,2006
144000,8850,3,1,0,OldTown,2.5Unf,7,1916
178000,9100,3,2,0,CollgCr,1Story,7,2001
148000,11235,3,1,1,Sawyer,1Story,4,1963
116050,9353,3,1,0,NAmes,1Story,4,1970
197900,10400,3,2,1,CollgCr,2Story,7,1998
117000,6000,3,1,0,BrkSide,1.5Fin,5,1925
213000,9750,3,2,0,CollgCr,1Story,7,2000
153500,10140,3,1,1,NWAmes,1Story,5,1975
271900,14684,3,2,0,SawyerW,1Story,7,1990
200000,9135,3,2,0,CollgCr,1Story,6,2003
140000,7763,3,1,0,NAmes,1Story,5,1962
290000,10182,3,2,0,Somerst,1Story,8,2006
189000,11218,3,2,1,SawyerW,2Story,6,1992
164000,12134,4,2,0,Gilbert,1.5Fin,8,1988
113000,9340,2,1,0,Edwards,1Story,4,1941
134500,10205,3,1,0,NAmes,SFoyer,5,1962
125000,7094,3,1,0,Sawyer,1Story,5,1966
229456,8640,3,2,0,Somerst,1Story,8,2009
115000,7800,2,1,0,NAmes,1Story,5,1964
134000,8250,3,1,0,Sawyer,1Story,5,1968
143000,10496,3,2,0,NAmes,1.5Fin,6,1949
137900,10680,4,2,0,NAmes,1Story,5,1951
184000,15384,3,2,1,Gilbert,2Story,7,2004
145000,10482,3,1,0,NAmes,SLvl,6,1958
214000,14598,4,2,1,Somerst,2Story,6,2007
147000,8872,2,1,0,NAmes,1Story,5,1965
367294,8769,1,1,1,NridgHt,1Story,9,2008
127000,7910,4,2,0,NAmes,SLvl,5,1960
132500,7728,3,1,0,NAmes,SLvl,5,1962
138887,13132,4,1,1,Crawfor,2Story,5,1914
175500,2628,2,2,1,NridgHt,2Story,7,2003
195000,12393,4,2,1,CollgCr,2Story,7,2004
142500,13072,3,1,1,SawyerW,1Story,6,2005
265900,9037,2,2,0,Timber,1Story,8,2006
224900,8158,3,2,1,CollgCr,2Story,7,2003
248328,9849,3,2,0,Somerst,1Story,7,2007
170000,10625,3,2,0,NWAmes,SFoyer,7,1974
178000,12090,3,3,1,NWAmes,SLvl,6,1984
186500,8125,3,2,1,Somerst,2Story,7,2005
129500,9600,3,1,1,OldTown,2.5Unf,6,1917
119000,7200,3,1,0,NAmes,1Story,5,1950
244000,11160,3,2,1,NAmes,1Story,7,1968
130000,9858,3,1,0,Mitchel,1Story,5,1968
165400,6931,3,2,1,Edwards,2Story,7,2003
127500,6240,3,1,0,BrkSide,1.5Fin,6,1931
301500,14303,2,2,0,NoRidge,1Story,8,1994
190000,9587,2,2,0,Gilbert,SLvl,7,2005
151000,9750,3,1,1,NAmes,1Story,6,1969
128900,9600,2,1,0,NAmes,1Story,5,1956
180500,13515,3,1,0,BrkSide,2Story,6,1919
181000,4060,2,2,0,NAmes,1Story,6,1998
183900,3735,3,2,1,Somerst,2Story,7,1999
122000,10120,4,1,1,OldTown,2.5Unf,7,1910
378500,13214,3,2,0,Timber,1Story,9,2008
144000,11344,3,1,1,NAmes,1.5Fin,5,1958
177000,11512,2,1,0,Edwards,SLvl,6,1959
139000,5362,3,2,0,Crawfor,1.5Fin,5,1910
137000,11345,4,2,0,NAmes,2Story,5,1948
68400,7500,2,1,0,IDOTRR,1.5Fin,4,1920
227000,9808,3,2,0,CollgCr,1Story,7,2002
180000,8049,2,2,0,Timber,1Story,7,1990
150500,8800,3,2,0,CollgCr,1Story,5,1977
169000,9638,4,2,0,SWISU,1.5Fin,6,1919
132500,6000,4,1,0,BrkSide,1.5Fin,6,1939
278000,5664,2,2,0,StoneBr,1Story,8,2000
281000,11065,3,2,1,NridgHt,2Story,8,2006
119500,1680,3,2,1,BrDale,2Story,5,1972
107500,6600,4,2,0,OldTown,2Story,5,1892
162900,10140,4,2,1,NWAmes,2Story,7,1976
115000,8172,2,1,0,Edwards,1Story,5,1955
138500,8400,3,1,1,NAmes,1Story,5,1968
155000,8700,3,2,0,NAmes,1Story,5,1963
140000,3675,2,2,0,Edwards,SFoyer,6,2005
160000,63887,3,2,1,Edwards,2Story,10,2008
154000,7500,3,1,1,NAmes,1Story,5,1959
290000,10120,4,2,1,NoRidge,2Story,8,1994
232000,8688,3,2,0,Somerst,1Story,7,2005
130000,3363,3,2,0,Edwards,2Story,7,2004
325000,13173,2,2,0,NridgHt,1Story,9,2006
202500,6955,2,2,0,NridgHt,1Story,7,2005
138000,8072,3,1,0,CollgCr,1Story,5,1994
147000,12000,2,1,0,OldTown,1Story,5,1948
335000,17500,3,2,0,Crawfor,1Story,7,1959
203000,8814,3,2,0,CollgCr,1Story,7,2005
333168,14774,4,2,1,NoRidge,2Story,9,1999
119000,8190,3,1,0,Edwards,1Story,4,1954
206900,11075,4,2,1,NAmes,2Story,6,1969
295493,10226,3,2,0,CollgCr,1Story,8,2008
208900,4230,2,2,0,Somerst,1Story,7,2006
111000,10215,3,1,0,Edwards,1Story,4,1954
156500,8400,3,1,1,NAmes,1Story,6,1957
190000,10186,3,2,1,NoRidge,2Story,7,1992
147000,9986,2,2,0,Somerst,1Story,8,2006
130500,6600,3,1,0,Mitchel,1Story,5,1982
256000,10440,5,2,0,OldTown,1.5Fin,6,1920
176500,9084,3,2,1,Gilbert,2Story,7,1998
227000,10000,3,2,0,Somerst,1Story,8,2006
132500,10780,3,1,0,CollgCr,SLvl,5,1976
100000,8877,2,1,0,Edwards,1Story,4,1938
125500,7200,2,1,1,IDOTRR,1.5Fin,5,1938
125000,2368,3,1,1,BrDale,2Story,5,1970
167900,9650,2,2,0,NWAmes,1Story,6,1977
135000,9246,4,2,0,NWAmes,1Story,5,1973
200000,13450,3,2,1,CollgCr,2Story,7,2002
128500,9560,3,1,0,CollgCr,1Story,5,1972
123000,8294,3,1,0,NAmes,1Story,4,1971
155000,13695,3,1,0,SawyerW,1Story,6,2003
177000,7558,3,1,1,Crawfor,1.5Fin,6,1928
155835,11103,3,2,1,CollgCr,2Story,7,2006
108500,6000,2,1,0,OldTown,1Story,4,1920
283463,15306,3,2,0,Timber,1Story,8,2006
200000,11643,6,2,2,NAmes,2Story,5,1969
171000,9247,4,1,1,NAmes,2Story,6,1962
134900,6000,2,1,0,BrkSide,1.5Fin,6,1937
410000,14720,4,2,1,NoRidge,1.5Fin,8,1995
170000,10192,4,3,0,NWAmes,SLvl,7,1968
315000,16737,3,2,0,NridgHt,1Story,9,2004
189000,9842,4,3,1,SWISU,2Story,5,1921
260000,16158,3,2,0,StoneBr,1Story,7,2005
156932,8499,3,2,1,Gilbert,2Story,6,2006
144152,3180,2,2,1,Somerst,2Story,7,2005
193000,9179,3,2,1,CollgCr,2Story,7,1999
127000,2665,4,2,0,MeadowV,2Story,5,1977
232000,10635,3,2,0,CollgCr,1Story,8,2003
105000,5400,2,1,0,OldTown,1.5Fin,4,1920
165500,9600,3,1,0,NAmes,SLvl,6,1955
274300,9750,3,2,1,CollgCr,2Story,7,1998
250000,10625,3,2,1,Somerst,2Story,7,2005
239000,10991,3,2,0,Timber,1Story,8,2007
91000,6292,2,1,0,SWISU,1Story,6,1930
117000,10998,3,2,0,Edwards,1.5Fin,5,1941
83000,1953,2,1,1,BrDale,2Story,6,1973
58500,8212,2,1,0,Edwards,1Story,3,1914
157000,7200,4,1,1,OldTown,2Story,7,1920
105000,9060,2,1,0,Edwards,1.5Fin,6,1939
125500,5436,3,1,0,IDOTRR,1.5Fin,4,1922
250000,16692,5,3,1,NWAmes,2Story,7,1978
136000,8520,5,2,0,OldTown,1.5Fin,6,1916
377500,14892,3,2,0,Gilbert,1Story,9,2006
131000,6000,3,1,0,BrkSide,1.5Fin,6,1941
235000,9100,3,2,0,CollgCr,1Story,7,2000
124000,8944,4,2,0,NAmes,1Story,5,1967
123000,7838,3,1,0,NAmes,SFoyer,5,1967
163000,10800,3,2,0,OldTown,1.5Fin,6,1905
246578,4045,2,2,0,Blmngtn,1Story,7,2006
281213,12665,4,2,1,Timber,2Story,8,2005
137500,6120,4,1,1,BrkSide,2Story,5,1920
138000,7200,3,1,1,NAmes,1.5Fin,5,1950
137450,6171,3,2,1,SWISU,1.5Fin,6,1925
120000,6000,3,1,0,BrkSide,1.5Fin,6,1929
193000,7415,3,2,1,Gilbert,2Story,6,2004
193879,6762,2,2,0,CollgCr,1Story,7,2006
282922,15256,3,2,0,Somerst,1Story,8,2007
105000,10410,3,1,0,OldTown,1.5Fin,3,1915
275000,3842,2,2,0,Crawfor,1Story,8,2004
133000,8445,2,1,0,CollgCr,SFoyer,5,1972
125500,7740,3,1,0,OldTown,2Story,4,1910
215000,20544,3,2,1,NWAmes,2Story,7,1986
230000,12420,3,2,1,CollgCr,2Story,7,2001
140000,9600,3,1,1,NAmes,1.5Fin,6,1950
257000,10994,2,2,0,SawyerW,1Story,8,2005
207000,13053,4,1,1,BrkSide,1.5Fin,6,1923
175900,3635,1,2,0,Blmngtn,1Story,7,2007
122500,11340,4,2,0,OldTown,2Story,4,1885
124000,9204,3,1,1,NAmes,1Story,5,1963
179900,11700,3,2,1,NWAmes,2Story,6,1968
127500,4043,2,2,0,NPkVill,1Story,6,1977
136500,4435,1,1,0,CollgCr,1Story,6,2003
142000,10721,3,1,0,NAmes,1Story,6,1959
271000,10944,3,2,1,NoRidge,2Story,7,1994
140000,10930,3,1,1,NAmes,1.5Fin,5,1945
119000,7200,2,1,0,OldTown,1Story,5,1940
192140,21930,4,2,1,Gilbert,2Story,5,2005
64500,10800,4,2,0,OldTown,1Story,4,1927
186500,10261,3,2,1,Gilbert,2Story,6,2000
160000,17400,3,2,0,Mitchel,1Story,5,1977
174000,8400,3,1,1,NAmes,1Story,6,1962
120500,9000,3,1,0,NAmes,1Story,4,1971
394617,12444,2,2,0,NridgHt,1Story,8,2008
149700,7407,2,1,0,OldTown,1Story,6,1957
197000,11584,3,2,1,NWAmes,SLvl,7,1979
191000,11526,3,2,0,Crawfor,2.5Fin,6,1922
310000,11003,3,2,1,Somerst,2Story,10,2008
179600,8500,3,2,0,CollgCr,1Story,7,2004
129000,8400,3,1,0,Sawyer,SFoyer,6,1966
240000,10000,3,2,1,CollgCr,2Story,8,1995
112000,11767,2,1,1,Edwards,2Story,4,1910
287090,9262,3,2,0,Somerst,1Story,8,2008
145000,3675,2,1,0,Edwards,SLvl,5,2005
185000,7500,2,2,0,Somerst,1Story,7,2004
175000,7917,3,2,1,Gilbert,2Story,6,1999
210000,13175,3,2,0,NWAmes,1Story,6,1978
266500,9042,4,2,0,Crawfor,2Story,7,1941
142125,9717,2,1,0,NAmes,1Story,5,1950
147500,9937,3,1,1,Edwards,1Story,5,1965
